crawl_timestamp,product_name,product_category,retail_price,discounted_price,discount_price,discount_percentage,product_rating,overall_rating,brand
2016-04-23,720 Armour Slew T920,Sports Fitness,6690,6690,0,0,0,0,720 Armour
2016-04-23,Futaba Baking Silicon Flat Pastry Brush,Kitchen Dining,798,399,399,50,0,0,Futaba
2016-04-23,Clickforsign Vehicles parked Illegally will be towed at owner's expense Emergency Sign,Clickforsign Vehicles parked Illegally will be t,450,410,40,9,0,0,Clickforsign
2016-04-23,Anuradha Art Chabi Challa Brooch,Jewellery,4800,2650,2150,45,0,0,Anuradha Art
2016-04-23,clickforsign Sound horn Before entering Emergency Sign,clickforsign Sound horn Before entering Emergenc,350,280,70,20,0,0,clickforsign
2016-04-23,Omic Poto,Kitchen Dining,999,549,450,45,3.8,3.8,Omic
2016-04-23,AQUAPOLO Bottle,Kitchen Dining,599,399,200,33,0,0,AQUAPOLO
2016-05-05,induscraft Solid Wood Computer Desk,Furniture,30000,19052,10948,37,0,0,induscraft
2016-05-05,"O Baby Women's Printed White, Dark Green Top & Shorts Set",Clothing,960,960,0,0,0,0,O Baby
2016-05-05,kem Flow Gold skinny Fit Baby Girl's Blue Jeans,kem Flow Gold skinny Fit Baby Girl s Blue Jeans,850,599,251,30,0,0,kem Flow Gold
2016-05-05,Vero Moda Self Design Women's Waistcoat,Clothing,2695,1347,1348,50,0,0,Vero Moda
2016-01-03,Gungun Toys Beautiful Teddy Bear,Toys School Supplies,1999,1600,399,20,0,0,
2016-01-03,Lollipop Lane Tiddly Wink Safari Bath Set,Baby Care,2950,2950,0,0,0,0,
2016-01-03,Prachin Varaha Laxmi Sitting Showpiece,Home Decor Festive Needs,3690,2460,1230,33,4,4,Prachin
2016-01-03,Little Star Casual Short Sleeve Printed Girl's Top,Clothing,999,399,600,60,0,0,
2016-01-03,WPM Q5942A Black Toner,Computers,3600,3000,600,17,0,0,WPM
2016-01-03,Exotic India Lord Ganesha Playing Flute (Carved in Sunstone) Showpiece,Home Decor Festive Needs,3250,2860,390,12,0,0,Exotic India
2016-01-03,Jordan Kids Casual Short Sleeve Graphic Print Girl's Top,Clothing,799,400,399,50,0,0,
2016-01-03,Filink 310 Black Toner,Computers,6000,1390,4610,77,0,0,Filink
2016-01-03,Disney Minnie Big Head,Toys School Supplies,1199,1099,100,8,2.5,2.5,
2016-01-03,Collectible India Relaxing Conch Ganesha Brass Idol,Home Decor Festive Needs,4999,3999,1000,20,0,0,Collectible India
2016-01-03,Reebok Casual Sleeveless Printed Girl's Top,Clothing,999,749,250,25,0,0,
2016-01-03,Sport Silicone Red Swimming Cap,Sports Fitness,499,250,249,50,5,5,
2016-01-03,Gungun Toys Best Wishes Teddy Bear,Toys School Supplies,1599,1039,560,35,0,0,
2016-01-03,Recrafto Buddha Showpiece,Home Decor Festive Needs,4731,3500,1231,26,0,0,Recrafto
2016-01-03,"Anthill Baby Boy's, Baby Girl's Bodysuit",Baby Care,405,405,0,0,0,0,
2016-01-03,Interio Crafts Brass Gramophone,Home Decor Festive Needs,8999,3999,5000,56,0,0,Interio Crafts
2016-01-03,ESHOPITUDE Disk Break Lock ZARGV1097,Automotive,653,299,354,54,0,0,ESHOPITUDE
2016-01-03,FS Mini Klub Casual Girl's Top,Clothing,599,300,299,50,0,0,
2016-01-03,Exotic India Lord Ganesha (Carved in Hematite) Showpiece,Home Decor Festive Needs,3125,2750,375,12,0,0,Exotic India
2016-05-12,FAX Slippers,Footwear,169,149,20,12,0,0,FAX
2016-05-12,Gkidz Printed Boy's Round Neck Dark Blue T,Clothing,999,269,730,73,0,0,Gkidz
2016-05-12,Clench Slim Fit Boy's Black Trousers,Clothing,2599,1899,700,27,0,0,Clench
2016-05-12,VRTYA Casual Short Sleeve Solid Women's Grey Top,Clothing,1200,1200,0,0,0,0,VRTYA
2016-05-12,"LUMBER BOY Self Design Boy's Polo Neck Red, Black T",Clothing,849,849,0,0,0,0,LUMBER BOY
2016-05-12,Port NuWave Football Shoes,Footwear,1699,559,1140,67,0,0,Port
2016-05-12,Fabpoppy Casual Sleeveless Solid Women's Blue Top,Clothing,875,465,410,47,0,0,Fabpoppy
2016-05-12,Gkidz Printed Boy's Round Neck Orange T,Clothing,999,299,700,70,0,0,Gkidz
2016-05-12,FRENEMY MPAD389 Mousepad,Computers,399,169,230,58,0,0,FRENEMY
2016-05-12,BIKER BOYS Printed Boy's Round Neck Blue T,Clothing,425,295,130,31,0,0,BIKER BOYS
2016-05-12,YK Solid Boy's Round Neck Dark Blue T,Clothing,699,489,210,30,0,0,YK
2016-05-12,Port Sport,Footwear,1699,559,1140,67,0,0,Port
2016-05-12,Jon Pep Slippers,Footwear,499,229,270,54,0,0,Jon Pep
2016-05-12,TOUCHWOOD KIDS UNISEX SCHOLAR WHITE SCHOOL SHOE Running Shoes,Footwear,499,499,0,0,0,0,TOUCHWOOD
2016-05-12,Chazer,Footwear,259,259,0,0,0,0,Chazer
2016-05-12,Fabpoppy Casual Sleeveless Printed Women's Multicolor Top,Clothing,875,525,350,40,0,0,Fabpoppy
2016-05-12,VRTYA Casual Sleeveless Solid Women's Blue Top,Clothing,1150,1150,0,0,0,0,VRTYA
2016-05-12,Roadster Skinny Fit Women's Blue Jeans,Clothing,1199,839,360,30,0,0,Roadster
2016-05-12,Leather chief Slippers,Footwear,1999,899,1100,55,0,0,Leather chief
2016-05-12,HRX by Hrithik Roshan Skinny Fit Women's Blue Jeans,Clothing,1999,1399,600,30,0,0,HRX by Hrithik Roshan
2016-05-12,Feminine Casual Sleeveless Printed Women's Multicolor Top,Clothing,499,299,200,40,0,0,Feminine
2016-05-12,Micromax  Battery,Mobiles Accessories,799,549,250,31,0,0,Micromax
2016-05-12,Comex Acheiver,Footwear,1799,479,1320,73,0,0,Comex
2016-05-12,SIESTA Slim Fit Women's Light Blue Jeans,Clothing,1510,480,1030,68,0,0,SIESTA
2016-05-12,VRTYA Casual Sleeveless Solid Women's Black Top,Clothing,1150,1150,0,0,0,0,VRTYA
2016-05-12,"THELABELLIFE.com Casual Full Sleeve Solid Women's Grey, Black Top",Clothing,1690,1690,0,0,0,0,THELABELLIFE.com
2016-05-12,Hitway Lace Up,Footwear,499,449,50,10,4,4,Hitway
2016-05-12,MAK  Battery,Mobiles Accessories,700,500,200,29,0,0,MAK
2016-05-12,Lilliput Regular Fit Boy's Brown Trousers,Clothing,2295,1606,689,30,0,0,Lilliput
